ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt
20240,M,WHITE,28-32,17,FALSE,5,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,4,6,3,1,4,1,TRUE,FALSE,0,4,FALSE,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,55.66666667,0,0,0,0,0.622754491,1,FALSE
20267,M,BLACK,18-22,10,TRUE,10,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,2,0,0,2,0,0,FALSE,FALSE,0,1,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,8,2,1,27.875,0.125,0,0,0,0.632286996,1,FALSE
20315,M,BLACK,43-47,20,FALSE,8,High,High School Diploma,3,Property,Greater than 2 to 3 years,2,3,0,1,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,7,0,1,275.7142857,0.142857149,0,0,0,0.829015544,0.189248705,FALSE
20339,F,WHITE,33-37,9,,8,High,High School Diploma,3,Property,1-2 years,6,4,0,5,0,4,FALSE,FALSE,2,2,FALSE,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,0,0,15.66666667,0,0,0,0,1,2,FALSE
20364,M,BLACK,33-37,20,FALSE,9,Specialized,High School Diploma,3,Property,More than 3 years,4,3,1,1,4,2,FALSE,FALSE,0,2,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,79.35,0,0,0,0,0.289855072,0.460302457,FALSE
20400,F,WHITE,33-37,3,,4,Standard,At least some college,3,,Less than 1 year,7,6,0,4,2,3,FALSE,FALSE,1,3,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,101.2,0,0,0,0.200000003,0,0,FALSE
20428,M,BLACK,33-37,9,FALSE,6,Specialized,At least some college,1,Violent/Non-Sex,More than 3 years,1,1,1,1,0,0,TRUE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,10,0,3,36.38235294,0,0,0,0,0.868229588,0.295270816,FALSE
20450,F,WHITE,38-42,12,,7,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,10,6,1,5,0,5,FALSE,FALSE,3,4,TRUE,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,4,8,3,3,62.4,0.200000003,0.200000003,0,0,0.983974359,1,FALSE
20471,M,BLACK,38-42,25,FALSE,4,Specialized,Less than HS diploma,3,Property,More than 3 years,6,2,2,4,1,0,FALSE,TRUE,1,2,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,142.8,0,0,0,0,0.719887955,1.023109244,FALSE
20495,M,BLACK,43-47,24,FALSE,6,Standard,High School Diploma,3,Drug,More than 3 years,7,3,3,0,3,2,FALSE,FALSE,2,0,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,436.2,0,0,0,0,0.733608436,0.167469051,FALSE
20525,M,BLACK,33-37,20,FALSE,10,Specialized,At least some college,3,Property,Greater than 2 to 3 years,6,4,0,4,2,1,FALSE,FALSE,2,3,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,308,0,0,0,0,0.909090909,0.592938312,FALSE
20562,M,WHITE,28-32,3,FALSE,6,Specialized,Less than HS diploma,2,Violent/Sex,More than 3 years,2,0,0,1,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,10,3,1,42.06666667,0,0,0.06666667,0,1,0.868264659,FALSE
20581,M,BLACK,28-32,8,FALSE,5,,High School Diploma,3,Other,Less than 1 year,2,3,0,0,4,0,FALSE,FALSE,1,1,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,,,,,,0.753001715,1.253001715,FALSE
20613,M,BLACK,48 or older,6,FALSE,2,Standard,At least some college,2,Property,Less than 1 year,9,6,0,5,0,4,FALSE,FALSE,2,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE
20632,M,WHITE,28-32,17,FALSE,5,Specialized,High School Diploma,2,Violent/Sex,1-2 years,1,2,1,0,1,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10,0,0,17.7,0,0,0,0,0.957627119,1,FALSE
20656,M,WHITE,48 or older,25,FALSE,5,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,4,1,2,1,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,3,,0,0,0,0,,,FALSE
20668,M,BLACK,23-27,20,FALSE,9,Specialized,At least some college,3,Drug,Greater than 2 to 3 years,5,3,0,1,5,1,FALSE,FALSE,1,1,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10,1,3,85.875,0.083333336,0,0,0,0.776322174,0.177219796,FALSE
20705,M,BLACK,48 or older,11,FALSE,3,Standard,At least some college,3,,1-2 years,4,6,3,2,1,1,TRUE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,181.6,0,0,0,0,1,0.402257709,FALSE
20755,M,BLACK,33-37,14,FALSE,9,Standard,Less than HS diploma,2,,More than 3 years,10,4,1,0,5,5,FALSE,FALSE,3,0,FALSE,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,1,3,109.2352941,0.117647059,0,0,0,0.542810985,0.786752827,FALSE
20791,M,BLACK,18-22,15,TRUE,7,Specialized,At least some college,1,Violent/Non-Sex,Greater than 2 to 3 years,2,1,2,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,3,34.83333333,0,0,0,0,1,4.369019139,FALSE
20821,M,WHITE,23-27,21,FALSE,5,Standard,Less than HS diploma,1,,1-2 years,1,1,0,0,1,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,181.6666667,0,0,0,0,0.746788991,0.670183486,FALSE
20842,M,BLACK,38-42,8,FALSE,3,,At least some college,3,,1-2 years,3,0,1,1,1,0,FALSE,TRUE,1,0,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,3,0,74.83333333,0,0,0,0,1,1.626948775,FALSE
20883,M,WHITE,33-37,18,FALSE,6,High,High School Diploma,3,Property,1-2 years,5,6,0,5,0,4,FALSE,FALSE,2,4,FALSE,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,65.875,0,0,0,0,0.998102467,1.386148008,FALSE
20919,M,WHITE,38-42,18,FALSE,6,Standard,High School Diploma,2,Property,Less than 1 year,10,6,3,5,0,5,TRUE,FALSE,3,4,TRUE,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,79.83333333,0,0,0,0,0.747390397,0.762526096,TRUE
20966,M,BLACK,33-37,14,FALSE,8,High,High School Diploma,1,Property,Greater than 2 to 3 years,9,3,3,4,0,2,TRUE,FALSE,3,3,TRUE,3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,124.5,0,0,0,0,0.200803213,1,FALSE
20998,M,BLACK,28-32,18,TRUE,8,Standard,Less than HS diploma,3,Other,Greater than 2 to 3 years,7,6,0,0,5,5,TRUE,TRUE,1,4,TRUE,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0,0,59.15,0,0,0,0,0.130177515,0.308748943,TRUE
21026,M,BLACK,28-32,14,TRUE,,,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,7,5,3,2,2,4,TRUE,TRUE,1,4,TRUE,2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,2,0,12.24,0.159999996,0,0,0,0.594771242,1,FALSE
21058,M,BLACK,43-47,11,FALSE,7,High,High School Diploma,0,Property,1-2 years,10,6,1,5,2,5,FALSE,FALSE,3,4,TRUE,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,2,0,0,134,0.444444448,0.222222224,0,0,0.169983416,0.302860697,FALSE
21089,M,BLACK,33-37,11,FALSE,4,Standard,Less than HS diploma,1,Drug,Less than 1 year,9,2,0,1,4,4,FALSE,FALSE,2,1,FALSE,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,73.75,0,0,0,0,1,2,FALSE
21124,M,BLACK,48 or older,6,FALSE,3,Standard,High School Diploma,3,Violent/Non-Sex,Greater than 2 to 3 years,7,6,1,2,2,5,FALSE,TRUE,3,1,TRUE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,0,2,,,,,,0.591821561,0.271561338,FALSE
21157,M,WHITE,28-32,2,FALSE,10,Specialized,Less than HS diploma,1,Property,1-2 years,10,5,0,5,3,5,FALSE,FALSE,3,2,FALSE,3,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,10,0,0,15.53125,0.03125,0,0,0,0.136820926,0.734909457,FALSE
21178,M,WHITE,33-37,16,FALSE,7,High,High School Diploma,3,Violent/Non-Sex,1-2 years,6,6,0,0,2,5,TRUE,FALSE,3,4,TRUE,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10,2,0,35.75,0.083333336,0,0,0,0.8997669,1.702797203,FALSE
21200,F,WHITE,48 or older,17,,8,High,High School Diploma,0,Drug,Greater than 2 to 3 years,7,3,0,2,4,4,FALSE,FALSE,1,3,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,0,3,28.3,0,0,0,0,1,2,FALSE
21252,M,BLACK,28-32,17,FALSE,6,High,At least some college,2,,1-2 years,6,6,2,1,5,5,TRUE,FALSE,1,4,FALSE,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,7,3,0,18.30769231,0.07692308,0.03846154,0,0,1,3.069327731,FALSE
21280,M,BLACK,43-47,16,FALSE,4,Standard,High School Diploma,1,Drug,1-2 years,9,6,3,1,3,2,FALSE,TRUE,2,4,FALSE,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,36.3,0,0,0,0,1,2,FALSE
21312,M,WHITE,23-27,13,FALSE,7,High,High School Diploma,3,Drug,Less than 1 year,3,1,1,0,2,1,TRUE,TRUE,1,2,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,0,0,12.2,0.100000001,0,0.100000001,0.100000001,1,2,FALSE
21342,M,BLACK,33-37,15,FALSE,8,High,Less than HS diploma,0,Property,Less than 1 year,10,3,0,5,1,5,FALSE,FALSE,3,2,FALSE,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,2,1,48,0.125,0,0,0,1,0.951171875,FALSE
21363,M,BLACK,48 or older,14,FALSE,3,Specialized,High School Diploma,3,Drug,Greater than 2 to 3 years,10,1,1,1,5,2,FALSE,FALSE,3,1,FALSE,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,,0,0,0,0,,,FALSE
21392,M,WHITE,33-37,17,FALSE,5,Standard,High School Diploma,1,Other,Less than 1 year,5,3,1,3,1,0,FALSE,TRUE,2,1,TRUE,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,29.9,0,0,0,0,1,2,FALSE
21423,M,BLACK,28-32,8,FALSE,5,High,High School Diploma,0,,Less than 1 year,5,6,0,1,4,4,FALSE,FALSE,0,2,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,3,1,51.27272727,0.090909094,0,0,0,1,1.942819149,TRUE
21450,M,WHITE,23-27,17,FALSE,8,Standard,Less than HS diploma,0,Property,1-2 years,6,4,2,5,0,4,FALSE,FALSE,3,2,TRUE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,7,0,3,41.26666667,0,0,0,0,1,1.180129241,FALSE
21497,M,WHITE,33-37,21,FALSE,1,High,High School Diploma,0,Violent/Sex,More than 3 years,2,3,2,1,2,0,FALSE,FALSE,0,0,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,5,0,0,,0,0,0,0,0,0,FALSE
21533,M,BLACK,23-27,4,TRUE,6,High,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,2,0,1,0,1,0,FALSE,FALSE,1,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,37.94444444,0.055555556,0,0,0,0.830161054,0.53477306,FALSE
21550,M,BLACK,43-47,11,TRUE,7,Specialized,At least some college,3,Violent/Non-Sex,More than 3 years,9,3,2,1,3,0,FALSE,TRUE,1,2,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,2,72.84615385,0,0,0,0,0.58500528,0.771383316,FALSE
21574,M,WHITE,28-32,17,FALSE,8,High,Less than HS diploma,0,Other,1-2 years,3,1,0,2,1,1,FALSE,FALSE,0,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1.211442786,FALSE
21591,M,BLACK,23-27,10,FALSE,8,High,High School Diploma,3,Violent/Non-Sex,Greater than 2 to 3 years,4,3,2,1,1,0,FALSE,FALSE,1,2,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,6,0,0,77.83333333,0,0,0,0,0.553533191,0.391059957,FALSE
21632,F,WHITE,43-47,25,,8,Standard,At least some college,3,Property,1-2 years,5,6,0,3,2,5,FALSE,FALSE,2,2,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,3,67.6,0,0,0,0,0,0,FALSE
21665,M,BLACK,38-42,18,FALSE,3,Specialized,Less than HS diploma,3,Violent/Sex,More than 3 years,6,6,0,4,0,1,FALSE,FALSE,3,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10,1,0,79.375,0,0,0,0,1,1.150393701,FALSE
21696,M,BLACK,23-27,19,FALSE,,,High School Diploma,0,,Less than 1 year,6,6,0,1,3,5,FALSE,FALSE,1,3,FALSE,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,TRUE
21722,M,BLACK,43-47,6,TRUE,9,Specialized,Less than HS diploma,2,,1-2 years,8,6,1,0,5,5,FALSE,TRUE,2,4,TRUE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0,0,FALSE
21746,M,BLACK,33-37,5,TRUE,5,,Less than HS diploma,3,Other,Less than 1 year,10,4,2,2,5,5,FALSE,TRUE,3,2,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,1,,,,,,0,0,FALSE
21767,M,BLACK,38-42,14,FALSE,10,Specialized,At least some college,1,Drug,1-2 years,10,6,1,5,5,5,FALSE,TRUE,3,4,FALSE,3,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,1,277,0.333333343,0,0,0,1,1.758122744,FALSE
21805,F,WHITE,33-37,14,,8,Standard,Less than HS diploma,2,Other,1-2 years,10,6,0,5,2,5,FALSE,TRUE,3,4,FALSE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,6,0,1,67.4,0,0,0,0,0,0,TRUE
21837,M,WHITE,33-37,17,TRUE,9,Standard,High School Diploma,2,Property,Less than 1 year,8,4,0,3,1,5,FALSE,TRUE,3,3,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,TRUE
21865,M,BLACK,23-27,9,TRUE,10,Specialized,High School Diploma,1,,Greater than 2 to 3 years,6,4,0,2,4,5,FALSE,FALSE,2,2,FALSE,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,10,1,0,35,0.157894731,0,0,0,0.590977444,0.54924812,FALSE
21897,M,BLACK,28-32,10,FALSE,7,High,Less than HS diploma,3,Drug,Less than 1 year,9,6,0,2,5,4,FALSE,FALSE,2,2,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,10,3,2,10.91397849,0.07526882,0.021505376,0,0,1,0.719704433,FALSE
21928,F,BLACK,38-42,19,,5,Standard,High School Diploma,2,Property,1-2 years,10,6,3,5,2,3,FALSE,FALSE,3,4,TRUE,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,210.5,0,0,0,0,1,1.735154394,FALSE
21957,M,BLACK,23-27,20,FALSE,10,Specialized,Less than HS diploma,0,Other,Greater than 2 to 3 years,7,4,0,2,3,1,FALSE,FALSE,2,2,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10,3,1,11.39130435,0.086956523,0,0,0,0.778625954,0.697041985,FALSE
21990,F,BLACK,23-27,17,,10,Specialized,At least some college,0,Violent/Non-Sex,More than 3 years,4,1,2,0,2,1,FALSE,TRUE,0,0,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,0,1,93.16666667,0.166666672,0,0,0,1,1.96019678,FALSE
22023,F,WHITE,23-27,7,,6,High,Less than HS diploma,0,,Less than 1 year,4,4,1,3,2,1,FALSE,FALSE,0,3,TRUE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,12,0,0,0,0.125,0.78125,2,FALSE
22049,M,BLACK,28-32,6,FALSE,4,Standard,High School Diploma,1,,Less than 1 year,5,3,2,1,1,2,FALSE,FALSE,2,2,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.529411765,1,FALSE
22093,M,BLACK,23-27,20,FALSE,8,High,High School Diploma,2,Property,Greater than 2 to 3 years,7,4,1,1,3,2,FALSE,TRUE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
22131,M,BLACK,33-37,4,FALSE,6,High,Less than HS diploma,3,Drug,1-2 years,4,4,2,0,4,1,FALSE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,7,0,0,66.5,0.25,0.25,0,0,1,2,FALSE
22156,M,BLACK,18-22,18,TRUE,10,Specialized,Less than HS diploma,0,Drug,1-2 years,5,2,2,1,2,5,FALSE,TRUE,2,2,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,10,3,0,22.04347826,0.260869563,0,0,0,0,0,FALSE
22187,M,WHITE,23-27,1,FALSE,6,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,2,3,1,2,2,0,FALSE,FALSE,0,3,TRUE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,2,34.06349206,0,0,0,0,0.745573159,0.510601118,FALSE
22239,M,BLACK,23-27,7,FALSE,8,Standard,Less than HS diploma,0,Other,1-2 years,2,2,0,0,4,0,FALSE,TRUE,0,1,FALSE,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,7,0,0,65.72222222,0.055555556,0,0,0,0.885038039,0.617497887,FALSE
22269,M,BLACK,23-27,17,FALSE,5,Standard,At least some college,1,Drug,Less than 1 year,1,1,1,0,1,0,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.61036036,0.822635135,FALSE
22295,M,BLACK,38-42,10,FALSE,4,Standard,At least some college,3,,More than 3 years,1,2,0,0,2,1,FALSE,FALSE,0,1,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,0,2.9765625,0.018229166,0,0,0.005208333,0.491688539,0.319553806,FALSE
22321,M,BLACK,18-22,20,FALSE,7,High,High School Diploma,1,,Less than 1 year,2,0,0,2,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE
22357,M,WHITE,48 or older,17,FALSE,6,Standard,High School Diploma,0,Property,1-2 years,10,6,0,5,0,5,FALSE,FALSE,3,4,FALSE,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,6,1,0,46.34615385,0,0,0.115384616,0.07692308,0,0,TRUE
22379,M,WHITE,43-47,3,FALSE,8,High,Less than HS diploma,3,Violent/Non-Sex,More than 3 years,9,3,2,5,0,4,FALSE,FALSE,3,2,TRUE,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,0,0,0,0,,,FALSE
22409,M,WHITE,48 or older,4,FALSE,2,Standard,High School Diploma,2,Violent/Non-Sex,Less than 1 year,10,6,3,4,4,5,TRUE,FALSE,2,4,TRUE,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,26.33333333,0,0,0,0,0,0,TRUE
22433,M,BLACK,43-47,3,FALSE,3,Specialized,Less than HS diploma,0,Drug,1-2 years,1,1,0,0,0,0,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,6,3,0,48.16666667,0.083333336,0,0,0,0,0,FALSE
22456,M,BLACK,23-27,20,TRUE,7,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,2,0,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,1,0,0,321.75,0.25,0,0,0,0,0,FALSE
22476,M,BLACK,48 or older,2,FALSE,3,Standard,High School Diploma,3,Drug,Greater than 2 to 3 years,7,3,0,2,5,1,FALSE,FALSE,2,1,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,,0,0,0,0,0,0,TRUE
